Data Extracted from EPA's FLIGHT Tool (http://ghgdata.epa.gov/ghgp),,,,,,,,,,,,
The data was reported to EPA by facilities as of 08/16/2024,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4,,,,,,,,,,,,
Search Parameters: year=2023; GHGs=ALL; data type=All Direct Emitters; ,,,,,,,,,,,,
,,,,,,,,,,,,
REPORTING YEAR,FACILITY NAME,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS
2023,Indeck-Olean Energy Center,1006205,140 MOORE AVE,42.0875,-78.4578,OLEAN,Cattaraugus,NY,14760,INDECK ENERGY SERVICES INC (100%),17796,"C,D"
2023,Indeck-Oswego Energy Center,1001241,105 MITCHELL ST,43.4682,-76.4965,OSWEGO,Oswego,NY,13126,INDECK ENERGY SERVICES INC (100%),17012,D
2023,Indeck-Silver Springs Energy Center,1001240,1 INDECK DRIVE,42.6544,-78.0772,SILVER SPRINGS,Wyoming,NY,14550,INDECK ENERGY SERVICES INC (100%),21317,"C,D"
2023,Indeck-Yerkes Energy Center,1001242,1 SHERIDAN DRIVE,42.9671,-78.9182,TONAWANDA,Erie,NY,14150,INDECK ENERGY SERVICES INC (100%),32861,"C,D"
2023,Independence,1000432,76 INDEPENDENCE WAY,43.495,-76.4508,OSWEGO,Oswego,NY,13126,Vistra Corp (100%),1580357,"C,D"
2023,Independence,1001059,555 POINT FERRY ROAD,35.6733,-91.4083,NEWARK,Independence,AR,72562,ENTERGY CORP (47.93%); ARKANSAS ELECTRIC COOPERATIVE CORP (35%); EAST TEXAS ELECTRIC COOPERATIVE INC (3.57%); CONWAY CORP (2%); CITY WATER & LIGHT PLANT OF THE CITY OF JONESBORO ARKANSAS (10%); CITY OF WEST MEMPHIS ARKANSAS (1%),5566309,"C,D"
2023,Indian River,1001478,29416 POWER PLANT ROAD,38.5857,-75.2341,DAGSBORO,Sussex,DE,19939,NRG ENERGY INC (100%),29807,"C,D"
2023,Indian River (683),1006591,7800 SOUTH US HWY,28.4933,-80.7825,TITUSVILLE,Brevard,FL,32780,ORLANDO UTILITIES COMMISSION (INC) (100%),62927,"C,D"
2023,Indigo Generation Facility,1000128,63500 19TH AVE,33.9114,-116.5533,NORTH PALM SPRINGS,Riverside,CA,92258,MITSUBISHI CORP (AMERICAS) (100%),15513,D
2023,Indorama Ventures Olefin,1013066,4300 Hwy 108,30.190568,-93.325823,Westlake,CALCASIEU PARISH,LA,70669,INDORAMA VENTURES USA HOLDINGS LP (100%),525224,"C,X"
2023,Indorama Ventures Oxides LLC,1007909,6001 Highway 366,29.972631,-93.957237,PORT NECHES,JEFFERSON COUNTY,TX,77651,INDORAMA VENTURES USA HOLDINGS LP (100%),1210395,"C,X"
2023,Indorama Ventures Oxides LLC,1010589,P.O. 711,29.418771,-95.239067,Alvin,BRAZORIA COUNTY,TX,77512,INDORAMA VENTURES USA HOLDINGS LP (100%),41123,C
2023,"Indorama Ventures, Xylenes and PTA, LLC",1000325,1401 FINLEY ISLAND ROAD,34.64,-87.0583,DECATUR,Morgan,AL,35601,INDORAMA VENTURES USA HOLDINGS LP (100%),258727,"C,PP"
2023,"Ingevity Arkansas, LLC",1013168,157 Mill Supply Road,33.13607,-91.96705,Crossett,ASHLEY COUNTY,AR,71635,INGEVITY CORP (100%),26276,C
2023,Ingevity Virginia Corporation,1012867,958 East Riverside Street,37.803884,-79.992181,Covington,COVINGTON CITY,VA,24426,INGEVITY CORP (100%),33686,C
2023,Intercession City Power Plant,1001188,6525 OSCEOLA POLK LINE ROAD,28.2628,-81.5486,INTERCESSION CITY,Osceola,FL,33848,DUKE ENERGY CORP (100%),211060,"C,D"
2023,Intermountain Generating Station,1005628,850 BRUSH WELLMAN RD,39.5035,-112.5811,DELTA,Millard,UT,84624,Intermountain Power Agency (100%),4427131,"C,D"
2023,"International N&H USA, Inc.",1006673,1301 OGLETOWN ROAD,39.681306,-75.720694,NEWARK,NEW CASTLE COUNTY,DE,19711,INTERNATIONAL FLAVORS & FRAGRANCES INC (100%),22132,C
2023,International Station Power Plant,1010606,6075 Electron Drive,61.168812,-149.911006,Anchorage,ANCHORAGE MUNICIPALITY,AK,99518,CHUGACH ELECTRIC ASSOC INC (100%),416500,C
2023,Interstate,1001122,3570 RIDGELY ROAD,39.8233,-89.5888,SPRINGFIELD,Sangamon,IL,62707,CITY OF SPRINGFIELD ILLINOIS (100%),27824,D
2023,Invenergy Nelson Expansion LLC,1014834,1311 Nelson Road,41.7749,-89.6067,Rock Falls,LEE COUNTY,IL,61071,Invenergy Nelson Expansion LLC (100%),152472,D
2023,Inver Hills Generating Plant,1003409,3185 117th Street,44.781,-93.042,Inver Grove Heights,DAKOTA COUNTY,MN,55075,XCEL ENERGY INC (100%),64752,C
2023,Iowa Fertilizer Company,1012918,3550 180th Street,40.69,-91.23,Wever,LEE COUNTY,IA,52658,IOWA FERTLIZER CO LLC (100%),1350065,"C,G,V"
2023,"Ironside Energy, LLC",1003195,3001 Dickey Road,41.65984,-87.46585,East Chicago,LAKE COUNTY,IN,46312,PERC HOLDINGS 1 LLC (100%),22782,C
2023,Irvington Generating Station,1001425,3950 E IRVINGTON ROAD,32.16,-110.9047,TUCSON,Pima,AZ,85714,UNS ENERGY CORP (100%),751196,"C,D"
2023,Itafos Conda LLC,1001154,3010 CONDA ROAD,42.739417,-111.541421,SODA SPRINGS,CARIBOU COUNTY,ID,83276,ITAFOS CONDA HOLDINGS (100%),138625,"C,Z"
2023,Ivanpah Solar Electric Generating Facility,1011082,100302 Yates Well Road,35.56454,-115.60214,Nipton,SAN BERNARDINO COUNTY,CA,92364,NRG ENERGY INC (50.1%); ALPHABET INC (28.1%); BRIGHTSOURCE ENERGY INC (21.8%),56418,"C,D"
2023,J D Kennedy,1001497,4215 TALLEYRAND AVE,30.3644,-81.6236,JACKSONVILLE,Duval,FL,32206,JACKSONVILLE ELECTRIC AUTHORITY (100%),103129,"C,D"
2023,J H Campbell,1000670,17000 CROSWELL ST,42.9103,-86.2036,WEST OLIVE,Ottawa,MI,49460,CMS ENERGY CORP (96.17%); MICHIGAN PUBLIC POWER AGENCY (2.75%); WOLVERINE POWER SUPPLY COOPERATIVE INC (1.08%),6673593,"C,D"
2023,J K Spruce,1007376,12940 S US Hwy 181,29.3091,-98.3205,SAN ANTONIO,Bexar,TX,78223,CPS ENERGY (100%),5604408,"C,D"
2023,J P Madgett,1000995,500 Old State Hwy 35,44.3026,-91.9126,Alma,Buffalo,WI,54610,DAIRYLAND POWER COOPERATIVE (100%),1546538,"C,D"
2023,J R Kelly,1001496,515 SE 5 AVE,29.6467,-82.3219,GAINESVILLE,Alachua,FL,32601,CITY OF GAINESVILLE FLORIDA (100%),328372,D
2023,J R SIMPLOT COMPANY,1003636,12688 S. COLORADO AVE.,36.551156,-120.113717,HELM,FRESNO COUNTY,CA,93627,JR SIMPLOT CO (100%),20479,"C,U,V"
2023,J Robert Massengale Generating Station,1000395,402 Massengale Drive,33.6039,-101.8408,LUBBOCK,Lubbock,TX,79401,CITY OF LUBBOCK TEXAS TEXAS (100%),17086,D
2023,J.M. Shafer Generating Station,1000559,6811 Weld County Road #31,40.0979,-104.7745,FORT LUPTON,Weld,CO,80621,TRI-STATE GENERATION & TRANSMISSION ASSOC INC (100%),482180,"C,D"
2023,JGT2 Cogen,1001296,GATE 15 300 RILEY ROAD,44.506,-70.242,JAY,Franklin,ME,4239,PIXELLE SPECIALTY SOLUTIONS LLC (100%),56679,"C,D"
2023,JR SIMPLOT COMPANY DON SIDING COMPLEX,1005035,1150 W. HIGHWAY 30,42.9089,-112.5239,POCATELLO,POWER COUNTY,ID,83204,JR SIMPLOT CO (100%),105807,"C,U,Z"
2023,Jack County Generation Facility,1001375,HENDERSON RANCH RD,33.101,-97.9574,JACKSBORO,Jack,TX,76458,"LS Power Development, LLC (100%)",2439505,"C,D"
2023,Jack McDonough,1001508,5551 SOUTH COBB DRIVE,33.8244,-84.475,SMYRNA,Cobb,GA,30080,THE SOUTHERN CO (100%),6468269,"C,D"
2023,Jackson Generating Station,1001393,2219 CHAPIN ST,42.2488,-84.3767,JACKSON,Jackson,MI,49203,CMS ENERGY CORP (100%),892165,"C,D"
2023,Jackson Generation,1014443,24650 South Brandon Road,41.439233,-88.110974,Elwood,WILL COUNTY,IL,60421,"J-Power USA Investment Co, Ltd (51%); Gulf Energy USA, LLC (49%)",2548465,"C,D"
2023,James H Miller Jr,1007227,4250 Porter Road,33.6319,-87.0597,Quinton,Jefferson,AL,35130,THE SOUTHERN CO (95.92%); POWERSOUTH ENERGY COOPERATIVE (4.08%),16558381,"C,D"
2023,James River,1000713,5701 S KISSICK,37.1086,-93.2592,SPRINGFIELD,Greene,MO,65804,CITY UTILITIES OF SPRINGFIELD MISSOURI (100%),99439,"C,D"
2023,Jasper County Generating Facility,1000277,10719 PURRYSBURG ROAD,32.3592,-81.1236,HARDEEVILLE,Jasper,SC,29927,DOMINION ENERGY INC (100%),2054257,D
2023,Jeffrey Energy Center,1000581,25905 JEFFREY ROAD,39.2825,-96.1153,ST. MARYS,POTTAWATOMIE COUNTY,KS,66536,EVERGY INC (100%),6117109,"C,D"
2023,Jim Bridger,1001192,35 MILES EAST OF ROCK SPRINGS,41.7378,-108.7875,POINT OF ROCKS,Sweetwater,WY,82942,BERKSHIRE HATHAWAY INC (66.67%); IDACORP INC (33.33%),8973791,"C,D"
2023,"John B. Rich Memorial Power Station, Gilberton Power Company",1001203,81 ELEANOR AVE,40.79,-76.1984,FRACKVILLE,Schuylkill,PA,17931,RI-CORP DEVELOPMENT INC DBA GILBERTON POWER CO (100%),875724,"C,D"
2023,John E Amos,1000967,1530 Winfield Road,38.4731,-81.8233,Winfield,Putnam,WV,25213,AMERICAN ELECTRIC POWER CO INC (100%),8750974,"C,D"
2023,John S. Cooper,1007788,7130 HIGHWAY 1247,37,-84.5917,SOMERSET,Pulaski,KY,42501,EAST KENTUCKY POWER COOPERATIVE INC (100%),484225,"C,D"
2023,John S. Rainey Generating Station,1001158,2900 OPRY HOUSE ROAD,34.3477,-82.776,IVA,Anderson,SC,29655,SOUTH CAROLINA PUBLIC SERVICE AUTHORITY (100%),2632605,D
2023,John Sevier,1000918,611 Old Hwy 70 S,36.3767,-82.9639,ROGERSVILLE,Hawkins,TN,37857,US GOVERNMENT (%),1714111,"C,D"
2023,John Twitty,1001044,5100 W FARM ROAD 164,37.1519,-93.3892,SPRINGFIELD,Greene,MO,65807,CITY UTILITIES OF SPRINGFIELD MISSOURI (100%),1915922,"C,D"
2023,John W. Turk Power Plant,1010604,3711 Highway 355 South,33.647444,-93.809083,Fulton,HEMPSTEAD COUNTY,AR,71838,EAST TEXAS ELECTRIC COOPERATIVE INC (8.33%); AMERICAN ELECTRIC POWER CO INC (73.33%); OKLAHOMA MUNICIPAL POWER AUTHORITY (6.67%); ARKANSAS ELECTRIC COOPERATIVE CORP (11.67%),2902385,"C,D"
2023,Johnson County Generation Facility,1001287,831 SPARKS DR,32.3994,-97.4078,CLEBURNE,Johnson,TX,76033,"LS Power Development, LLC (100%)",481331,D
2023,Johnsonville,1000919,535 Steam Plant Rd,36.0278,-87.9861,NEW JOHNSONVILLE,Humphreys,TN,37134,US GOVERNMENT (%),476861,"C,D"
2023,Joliet 29,1001453,1800 CHANNAHON RD,41.4947,-88.125,JOLIET,Will,IL,60436,NRG ENERGY INC (100%),417353,"C,D"
2023,Joliet 9,1001519,1601 PATTERSON RD,41.4947,-88.125,JOLIET,Will,IL,60436,NRG ENERGY INC (100%),547,"C,D"
2023,Jones Station,1000937,E OF LUBBOCK ON FARM RD 3020,33.5239,-101.7392,LUBBOCK,Lubbock,TX,79408,XCEL ENERGY INC (100%),1075623,"C,D"
2023,KALAELOA COGENERATION PLANT,1006670,91-111 KALAELOA BOULEVARD,21.301246,-158.098223,KAPOLEI,HONOLULU COUNTY,HI,96707,KALAELOA PARTNERS LP (100%),917222,C
2023,KAUAI ISLAND UTILITY COOPERATIVE - KAPAIA POWER STATION,1001765,4941-K MAALO RD,21.9786,-159.3422,LIHUE,KAUAI COUNTY,HI,96766,KAUAI ISLAND UTILITY COOPERATIVE (100%),111261,C
2023,"KAUAI ISLAND UTILITY COOPERATIVE, PORT ALLEN GENERATING STATION",1001768,261-A AKAULA RD,21.899556,-159.585194,ELEELE,KAUAI COUNTY,HI,96705,KAUAI ISLAND UTILITY COOPERATIVE (100%),34141,C
2023,KERN FRONT LIMITED,1002543,12241 OILFIELD ROAD,35.498971,-119.038199,BAKERSFIELD,KERN COUNTY,CA,93308,KERN FRONT LTD (100%),12448,C
2023,KIAC Cogeneration,1001268,JFK AIRPORT BUILDING 49,40.6417,-73.7778,JAMAICA,Queens,NY,11430,CPN MANAGEMENT LP (100%),223890,"C,D"
2023,KLEEN ENERGY SYSTEMS POWER PLANT,1002802,1349 RIVER RD,41.5526,-72.597,MIDDLETOWN,MIDDLESEX COUNTY,CT,6457,KLEEN ENERGY SYSTEMS LLC (100%),1014344,"C,D"
2023,KOCH FERITLIZER ENID LLC ENID NITROGEN PLT,1002407,1619 SOUTH 78TH,36.379476,-97.76509,ENID,GARFIELD COUNTY,OK,73701,KOCH INDUSTRIES INC (100%),2379962,"C,G,PP,V"
2023,"KOCH FERTILIZER BEATRICE, LLC",1006575,21178 SOUTHWEST 89TH ROAD,40.319088,-96.8414,BEATRICE,GAGE COUNTY,NE,68310,KOCH INDUSTRIES INC (100%),795150,"C,G,PP,V"
2023,"KOCH FERTILIZER DODGE CITY, LLC",1006037,11559 U.S. HIGHWAY 50,37.77995,-100.00572,DODGE CITY,FORD COUNTY,KS,67801,KOCH INDUSTRIES INC (100%),541912,"C,G,PP,V"
2023,"KRATON CHEMICAL, LLC",1005866,875 HARGER STREET,40.50632,-81.4743,DOVER,TUSCARAWAS COUNTY,OH,44622,KRATON CORP (100%),16810,C
2023,Kalamazoo River Generating Station,1001313,6900 EAST MICHIGAN AVE,42.2797,-85.4922,COMSTOCK,Kalamazoo,MI,49041,CMS ENERGY CORP (100%),124921,D
2023,Kalkaska Ct Project #1,1000182,1750 PROUGH ROAD SW,44.6889,-85.2019,KALKASKA,Kalkaska,MI,49646,MICHIGAN PUBLIC POWER AGENCY (100%),32327,"C,D"
2023,Kearny Generating Station,1000747,HACKENSACK AVE,40.7375,-74.1,KEARNY,Hudson,NJ,7032,ARCLIGHT ENERGY PARTNERS FUND VII LP (100%),85244,"C,D"
2023,Kemper County,1001179,221 MARK COBB RD,32.7976,-88.6057,DE KALB,Kemper,MS,39328,US GOVERNMENT (%),42109,"C,D"
2023,Kendall Energy Facility,1001330,1401 COUNTY LINE ROAD,41.4797,-88.2581,MINOOKA,Kendall,IL,60447,Vistra Corp (100%),2395261,"C,D"
2023,Kendall Green Energy,1000657,265 FIRST ST,42.3633,-71.0792,CAMBRIDGE,Middlesex,MA,2142,VICINITY ENERGY INC (100%),788060,"C,D"
2023,Kensing LLC,1000356,2525 SOUTH KENSINGTON AVE,41.085542,-87.880542,KANKAKEE,KANKAKEE COUNTY,IL,60901,"Kensing Holdings, LLC (100%)",30170,C
2023,Kern Energy,1004267,7724 E PANAMA LN,35.295278,-118.921111,BAKERSFIELD,KERN COUNTY,CA,93307,CASEY CO (100%),174035,"C,MM,Y"
2023,Kern River Cogeneration Facility,1004001,1546 SW China Grade Loop,35.4518,-118.9851,BAKERSFIELD,KERN COUNTY,CA,93308,CHEVRON CORP (100%),128288,"C,DD"
2023,Ketjen Bayport Plant,1003570,13000 Bay Park Road,29.64174,-95.0654,Pasadena,HARRIS COUNTY,TX,77507,ALBEMARLE CORP (100%),112893,C
2023,Kettle Falls Generating Station,1010858,1151 Hwy. 395 North,48.614625,-118.10147,Kettle Falls,STEVENS COUNTY,WA,99141,AVISTA CORP (100%),22132,C
2023,Key City/Wilmarth Plant,1003410,800 Summit Avenue,44.196163,-94.003383,Mankato,BLUE EARTH COUNTY,MN,56001,XCEL ENERGY INC (100%),70205,C
2023,Keys Energy Center,1013136,10322 North Keys Road,38.695485,-76.828091,Brandywine,PRINCE GEORGE'S COUNTY,MD,20613,ARCLIGHT ENERGY PARTNERS FUND VII LP (100%),1655377,"C,D"
2023,Keystone,1000883,313 KEYSTONE DRIVE,40.6604,-79.3411,SHELOCTA,Armstrong,PA,15774,ARCLIGHT CAPITAL HOLDINGS LLC (67.29%); BOWFIN KEYCON POWER LLC (3.7%); KEYCON OPERATING LLC (16.67%); TALEN ENERGY CORP (12.34%),2778443,"C,D"
2023,"Kincaid Generation, LLC",1001520,4 MILES WEST OF KINCAID on RT 104,39.5906,-89.4964,KINCAID,Christian,IL,62540,Vistra Corp (100%),2381917,"C,D"
2023,Kings Mountain Energy Center,1013259,181 Gage Road,35.201313,-81.365446,Kings Mountain,CLEVELAND COUNTY,NC,28086,CASTILLO INVESTMENT HOLDINGS LLC (8%); WATTAGE FINANCE - NC LLC (46%); AXIUM KINGS MOUNTAIN LLC (23%); CEI KINGS MOUNTAIN HOLDINGS LLC (23%),1237626,"C,D"
2023,Kingston,1005871,SWAN POND RD,35.8992,-84.5194,KINGSTON,Roane,TN,37763,US GOVERNMENT (%),2925737,D
2023,Kinmundy Power Plant,1007209,2816 KINOKA ROAD,38.7619,-89.0128,PATOKA,Marion,IL,62875,AMEREN CORP (100%),3619,"C,D"
2023,Klamath Cogeneration Project,1001314,4940 Hwy 97 South,42.174,-121.8112,Klamath Falls,Klamath,OR,97603,AVANGRID INC (100%),1145632,"C,D"
2023,Klamath Energy LLC,1000076,4940 Hwy 97 South,42.1727,-121.8144,Klamath Falls,Klamath,OR,97603,AVANGRID INC (100%),100828,D
2023,Kneeland Station,1000092,165 Kneeland St.,42.35,-71.0583,Boston,Suffolk,MA,2111,VICINITY ENERGY INC (100%),69195,C
2023,Knox Lee Power Plant,1000934,306 KNOX LEE,32.3766,-94.6415,LONGVIEW,Gregg,TX,75603,AMERICAN ELECTRIC POWER CO INC (100%),273690,D
2023,"Koch Fertilizer Ft. Dodge, LLC",1007046,3162 200TH STREET,42.499406,-94.017177,Duncombe,WEBSTER COUNTY,IA,50532,KOCH INDUSTRIES INC (100%),1025233,"C,G,PP,V"
2023,Koch Methanol St. James,1013611,6586 Hwy 3127,29.983362,-90.876314,St. James,ST. JAMES PARISH,LA,70086,KOCH INDUSTRIES INC (100%),652496,"C,X"
2023,Koppers Inc. Stickney Plant,1000336,3900 South Laramie Avenue,41.821484,-87.750206,Cicero,COOK COUNTY,IL,60804,KOPPERS INC (100%),51240,C
2023,"Kraton Chemical, LLC",1002542,1201 West Lathrop Avenue,32.09786,-81.12113,Savannah,CHATHAM COUNTY,GA,31415,KRATON CORP (100%),57542,C
2023,Kyger Creek,1000853,5758 STATE ROUTE 7 NORTH,38.9161,-82.1281,CHESHIRE,Gallia,OH,45620,AMERICAN ELECTRIC POWER CO INC (100%),4880396,D
2023,Kyrene Generating Station,1000241,7005 S KYRENE RD,33.3544,-111.9364,TEMPE,Maricopa,AZ,85283,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT (100%),485283,"C,D"
2023,L A CO CENTRAL HEATING PLANT,1002591,301 N. BROADWAY,34.05624,-118.24312,LOS ANGELES,LOS ANGELES COUNTY,CA,90012,COUNTY OF LOS ANGELES CALIFORNIA (100%),27395,C
2023,L V Sutton Steam Electric Plant,1000828,801 SUTTON STEAM PLANT ROAD,34.2824,-77.9864,WILMINGTON,New Hanover,NC,28401,DUKE ENERGY CORP (100%),1495649,"C,D"
2023,L'Anse Warden Electric Company LLC,1011214,157 S. Main Street,46.756876,-88.455897,L'Anse,BARAGA COUNTY,MI,49946,GREENWOOD SUSTAINABLE INFRASTRUCTURE LLC (100%),19656,C
2023,"LACC, LLC US / Lotte Chemical Louisiana LLC",1013353,2200 Bayou D'Inde Pass,30.214192,-93.30859,Westlake,CALCASIEU PARISH,LA,70669,LOTTE CHEMICAL USA CORP (68.83%); WESTLAKE CHEMICAL CORP (31.17%),688970,"C,X"
2023,LADDER CREEK HELIUM PLANT,1002352,41707 COUNTY ROAD P,39.014999,-102.413156,CHEYENNE WELLS,CHEYENNE COUNTY,CO,80810,TUMBLEWEED MIDSTREAM LLC (100%),34219,C
2023,LANXESS CORPORATION,1004234,8500 WEST BAY RD,29.7575,-94.903056,BAYTOWN,CHAMBERS COUNTY,TX,77520,LANXESS CORP (100%),130793,C
2023,LANXESS Corporation - Central Plant,1006968,2226 HAYNESVILLE HIGHWAY,33.1831,-92.7069,EL DORADO,UNION COUNTY,AR,71730,LANXESS CORP (100%),46600,C
2023,LANXESS Corporation - South Plant,1008036,324 SOUTHFIELD CUTOFF,33.110306,-92.672944,EL DORADO,UNION COUNTY,AR,71730,LANXESS CORP (100%),27748,C
2023,LANXESS Corporation - West Plant,1008038,5821 SHULER ROAD,33.18557,-92.704483,EL Dorado,UNION COUNTY,AR,71730,LANXESS CORP (100%),26228,C
2023,LANXESS Corporation Kalama Site,1003518,1296 NORTHWEST 3RD STREET,46.02191,-122.85698,KALAMA,COWLITZ COUNTY,WA,98625,LANXESS CORP (100%),60120,C
2023,LAS VEGAS GENERATING STATION,1000595,1701 ALEXANDER RD,36.23228,-115.12474,N LAS VEGAS,CLARK COUNTY,NV,89030,BERKSHIRE HATHAWAY INC (100%),160583,D
2023,LCC BAYPORT LYONDELL,1001905,10801 CHOATE RD.,29.61,-95.05,PASADENA,HARRIS COUNTY,TX,77507,LYONDELLBASELL INDUSTRIES INC (100%),114513,"C,MM"
2023,LCEC Generation,1007773,2023 Power Plant Lane,32.97658,-103.324315,Lovington,LEA COUNTY,NM,88260,WESTERN FARMERS ELECTRIC COOPERATIVE (100%),17982,C
2023,LEPA Unit No. 1,1013523,1333 Youngs Rd,29.68917,-91.19007,Morgan City,ST. MARY PARISH,LA,70380,LOUISIANA ENERGY & POWER AUTHORITY (100%),82360,D
2023,LILLY DEL CARIBE INC CAROLIN A,1004469,430 Calle Fabril (formerly KM 12.6 65TH INFANTRY RD),18.354615,-65.945253,CAROLINA,CAROLINA MUNICIPIO,PR,987,ELI LILLY & CO (100%),47574,C
2023,"LINDE - WHITING, IN 1-4",1002119,2551 DICKEY ROAD,41.668631,-87.472829,EAST CHICAGO,LAKE COUNTY,IN,46312,LINDE INC (100%),155040,"C,P,PP"
2023,"LINDE - WHITING, IN 5&6",1002120,2551 Dickey Road,41.668631,-87.472829,East Chicago,LAKE COUNTY,IN,46312,LINDE INC (100%),1624864,"C,P"
2023,LINDE INC,1005941,2226 NAVARRE AVE,41.636578,-83.495172,OREGON,LUCAS COUNTY,OH,43616,LINDE INC (100%),593125,"C,P"
2023,LINDE ONTARIO CA,1006732,5705 EAST AIRPORT DRIVE,34.06354,-117.52929,ONTARIO,SAN BERNARDINO COUNTY,CA,91761,LINDE INC (100%),70757,"C,P"
2023,LINDE TEXAS CITY,1006562,703 6TH STREET SOUTH,29.37815,-94.90251,TEXAS CITY,GALVESTON COUNTY,TX,77590,LINDE INC (100%),290455,"C,P"
2023,LION OIL CO-EL DORADO REFINERY,1007861,1000 MCHENRY,33.20152,-92.67358,EL DORADO,UNION COUNTY,AR,71730,DELEK US HOLDINGS INC (100%),712845,"C,MM,P,Y"
2023,LIVE OAK LIMITED,1006860,7001 GRANITE ROAD,35.61139,-118.93682,BAKERSFIELD,KERN COUNTY,CA,93308,LIVE OAK LTD (100%),15152,D
2023,LODI ENERGY CENTER,1010767,12745 N. THORNTON ROAD,38.094095,-121.380788,LODI,SAN JOAQUIN COUNTY,CA,95242,NORTHERN CALIFORNIA POWER AGENCY (100%),427521,D
2023,LOU MED CENTER STEAM PLANT,1007147,235 ABRAHAM FLEXNER WAY,38.249301,-85.750689,LOUISVILLE,JEFFERSON COUNTY,KY,40202,LOUISVILLE MEDICAL CENTER INC (100%),48263,C
2023,LOUISIANA PIGMENT CO LP,1004127,3300 BAYOU D'INDE RD,30.196389,-93.306944,WESTLAKE,CALCASIEU PARISH,LA,70669,CONTRAN CORP (50%); VENATOR MATERIALS LLC (50%),251526,"C,EE"
2023,LOUISIANA TECH UNIVERSITY,1005362,1200 Lomax Dr.,32.517413,-92.65363,RUSTON,LINCOLN PARISH,LA,71270,LOUISIANA TECH UNIVERSITY (100%),34965,C
2023,LSB Chemical L.L.C.,1005867,4463 HUNT STREET,36.241247,-95.278349,PRYOR,MAYES COUNTY,OK,74361,LSB CHEMICAL LLC (100%),427703,"C,G,PP,V"
2023,"LSP University Park, LLC",1000135,787 INDUSTRIAL DRIVE,41.4426,-87.7515,UNIVERSITY PARK,Will,IL,60466,"LS Power Development, LLC (100%)",105330,D
2023,LUBBOCK POWER & LIGHT BRANDON STATION,1006602,,33.585139,-101.88625,LUBBOCK,LUBBOCK COUNTY,TX,79409,CITY OF LUBBOCK TEXAS TEXAS (100%),12054,C
2023,LUBRIZOL BAYPORT PLANT,1000619,12801 BAY AREA BOULEVARD,29.638475,-95.052814,PASADENA,HARRIS COUNTY,TX,77507,BERKSHIRE HATHAWAY INC (100%),20146,C
2023,LUBRIZOL CORPORATION,1000618,155 FREEDOM ROAD,41.720278,-81.273611,PAINESVILLE,LAKE COUNTY,OH,44077,BERKSHIRE HATHAWAY INC (100%),33808,C
2023,LUBRIZOL DEER PARK PLANT,1000620,41 TIDAL ROAD,29.71747,-95.11328,DEER PARK,HARRIS COUNTY,TX,77536,BERKSHIRE HATHAWAY INC (100%),102178,C
2023,LUNDAY-THAGARD COMPANY,1002286,9301 SOUTH GARFIELD AVENUE,33.946295,-118.16704,SOUTH GATE,LOS ANGELES COUNTY,CA,90280,WORLD OIL CORP (100%),38843,"C,MM,Y"
2023,LUZ SOLAR PARTNERS VIII & IX LTD.,1006175,43880 HARPER LAKE ROAD,35.03211,-117.34764,HINKLEY,SAN BERNARDINO COUNTY,CA,92347,TERRA-GEN POWER LLC (100%),161,C
2023,LYONDELL CHEMICAL CHANNELVIEW,1007562,2502 SHELDON RD.,29.8308,-95.1164,CHANNELVIEW,HARRIS COUNTY,TX,77530,LYONDELLBASELL INDUSTRIES INC (100%),449254,"C,MM"
2023,La Cygne Generating Station,1006539,25166 E 2200 RD,38.3472,-94.6389,LA CYGNE,Linn,KS,66040,EVERGY INC (100%),6695259,"C,D"
2023,La Luz Energy Center,1011838,225 Harrison Road,34.6063,-106.732,Belen,VALENCIA COUNTY,NM,87002,PNM RESOURCES INC (100%),36263,D
2023,La Paloma Generating Plant,1001339,1760 WEST SKYLINE ROAD,35.2956,-119.5919,MCKITTRICK,Kern,CA,93251,CXA LA PALOMA LLC (100%),943038,"C,D"
2023,La Porte Steam Methane Reformer,1010702,11450 W. Fairmont Parkway,29.651494,-95.053576,La Porte,HARRIS COUNTY,TX,77571,AMERICAN AIR LIQUIDE HOLDINGS INC (100%),780670,P
2023,LaPorte Generating Station,1014274,10203 Strang Road,29.702041,-95.071033,La Porte,HARRIS COUNTY,TX,77571,TEXGEN POWER LLC (100%),135156,D
2023,Labadie,1000192,226 LABADIE POWER PLANT ROAD,38.5583,-90.8361,LABADIE,Franklin,MO,63055,AMEREN CORP (100%),15388715,D
2023,Lackawanna Energy Center,1013233,1000 Sunnyside Road,41.471389,-75.544167,Jessup,LACKAWANNA COUNTY,PA,18434,INVENERGY LLC (100%),3712067,"C,D"
2023,Ladysmith Combustion Turbine Sta,1001161,8063 CEDON ROAD,38.064527,-77.508465,WOODFORD,Caroline,VA,22580,DOMINION ENERGY INC (100%),471194,"C,D"
2023,Lagoon Creek,1007457,615 ELM TREE RD,35.6578,-89.3964,BROWNSVILLE,Haywood,TN,38012,US GOVERNMENT (%),1215209,"C,D"
